Project,Initial Commit,Latest Commit,Commits Num,Lines Added,Lines Removed,Change Set Avg,Change Set Max,Churn Count,Churn Max,Churn Avg,Contributers Count,Contributers Minor,Hunks
project-d17,1f2dc3551ebcbf33e6fb3086d908e65e5a83d30c,d1193c667c33bc92a389e9c13c781e917e552f68,11,1071,25,2,9,1045,316,60.53846153846154,17,0,22.0
